Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","250","France","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","93.96","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","93.76","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","93.73","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","93.67","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","93.62","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","93.18","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","92.95","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","92.57","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","92.92","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","93.09","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","93.24","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","93.38","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","93.5","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","93.08","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","93.56","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","93.33","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","93.42","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","93.55","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","93.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","93.59","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","94.11","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","94.57","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","94.81","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","94.92","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","94.91","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","94.64","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","94.86","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","94.79","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","94.91","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","95.02","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","95.45","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","95.22","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","95.67","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","96.45","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","96.78","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","96.83","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","96.91","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","96.48","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","96.98","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","96.91","X","Figure from external organization","base year is 2015"
